,Title,Label
64,"'따상' 또 나올까..5G·2차전지 등판 ""물 만난 공모 시장""",1
65,한국조선해양 1주일간 총 7척·9억 달러 규모 선박 수주,1
66,LNG선이 효자 삼성중공업 1.8조 수주랠리,1
67,삼성電 2Q 영업익 1조 돌파 `실패`,0
68,[뉴욕마감]실적 불안 다우 1.9% 급락,-1
69,[뉴욕마감]실적 호조·유가 반등에 상승…다우 1.8만선 돌파,1
70,다음주 한국은행 및 금융위·금감원 일정,0
71,한진해운 자율협약 관련株 희비…한진칼·대한항공 강세,1
72,[특징주] 재영솔루텍 실적 개선 힘입어 上,1
73,한전 유리창호형 태양전지 사업화 추진…‘고층 빌딩에 적합’,1
74,[상보] LG전자 2분기 영업이익 4594억원…전년比 24.1%↓,0
75,젠큐릭스 코로나19 진단키트 첫 미국 현지 공급계약 체결,1
76,돈맥경화에 대책없이 신주 찍어…과도한 할인율로 기존주주만 피해,-1
77,스마일게이트 아마존 게임즈와 북미·유럽 독점 유통계약 체결,1
78,[종합] LG전자 작년 매출 62조 '사상 최대'...영업익은 10% ↓,0
79,열 배 오른 주식 금감원 조사 들어갔다는데..,0
80,中서 교복 한류 바람 분다…형지엘리트 학생복 연이어 수주,1
81,금감원 채용 서류전형 폐지… 전과정 '블라인드 채용' 진행,0
82,[시황종합]코스피 유가+실적 호조에 2020대 진입,0
83,SK바이오팜 임직원 평가차익 '서울 아파트 한 채'…평균 14억원,0
84,두산로지스틱스솔루션 해외 첫 프로젝트 수주,1
85,컴투스 '스카이랜더스: 링 오브 히어로즈'의 출시 초기성과 부진,1
86,한전 기술개발 통해 유리창호형 태양전지 사업화 추진,1
87,쿠팡 '역대급' 매출·'최대' 영업손실 전망 무게…엇갈린 신기록 기록하나?,0
88,금융위.금감원 집안싸움에 감독정책 혼선,0
89,"한국전력 주식 매수의견 유지 ""올해 흑자전환과 배당 가능성 뚜렷""",1
90,"[마감] 코로나19 확진 추이에 롤러코스터 탄 코스피, 2360선 유지",0
91,카카오게임즈·나인아크 '소울 아티팩트' 퍼블리싱 계약 체결,1
92,[코스피·코스닥 21일 주요 공시] 한국조선해양 사우디서 PC선 10척 수주…약...,1
93,호주 아스트라제네카 코로나19 백신 계약 체결...전 국민 '무료' 접종,1
94,범양건영 941억 규모 공사수주 계약 체결,1
95,금감원 서류전형 폐지…비위 임원 퇴직금 삭감,0
96,그린뉴딜 장착…현대차그룹 상승랠리 이어진다,0
97,엔씨소프트 신작 연내 중국 출시로 기대감↑…흥행실패도 유의,1
98,"상반기 경상흑자 8년만에 최소…""6월부터 수출 감소 완화""(종합2보)",1
99,[최강시사] 김기식 “어느 정부도 부동산 급격 하락 정책 안 써 안정화 믿고...,-1
100,[저PER주] 한농화성 이익 성장에 주가도 ↑…PER 6.5배,1
101,㈜아이벡스메디칼시스템즈 경기도 고압산소치료시스템 설치 지원 사업 수주,1
102,동양 플랜트 사업 수주 확대로 경쟁력 강화,1
103,9000억 자산 남긴 개성공단 기업 철수 후 주가·실적 '부진',1
104,금감원 인사개편 가속도 붙는다,0
105,막연한 기대감·진입장벽 낮은 업종 ‘예고된 실패’,0
106,에쓰오일 1분기 영업손실 1조 넘어…창사이래 최대 적자,-1
107,사장님 애인이 그만두래요 내가 해고된 황당 사유,-1
108,"여객기 추락에 中코로나까지…비상걸린 美보잉 ""신규채용 중단""",-1
109,다케다 품은 셀트리온 주가 천장 뚫었다,0
110,최은영 김영민 한진해운 법정관리 '원죄' 짊어져,0
111,수출 선방… 6월 경상수지 8개월 만에 최대 흑자,0
112,시그네틱스 상한가 기염,1
113,바이오가 수상하다,1
114,현대로템 방사청서 장애물개척전차 등 3천억원 수주,1
115,[특징주]한화케미칼 강세..'4분기 실적전망 맑음',1
116,"[문답]증선위원장 ""금감원 원안 명확성 결여돼…최선의 방법 택해""",0
117,코로나19에도 700선 회복한 코스닥…향후 전망은,1
118,"신한금투 ""덕산테코피아 하반기 상승여력…저가매수 유효""",0
119,대만 HTC 올해 1분기에도 적자 이어가,-1
120,㈜아이벡스메디칼시스템즈 경기도 고압산소치료시스템 설치 지원 사업 수주,1
121,[마켓인사이트]현대건설 회사채에 4배 수요 몰려,0
122,143일만에 반등한 D램 현물가.. 한숨 돌린 '반도체 코리아',-1
123,중부발전·한화에너지 대규모 美 태양광 연계사업 수주,1
124,애플 아이폰 GPU 바꾼다...이매지네이션사 주가 70% 급락,-1
125,[보도 그후]비대면 서비스 바우처 사업에 오픈뱅킹 가상계좌 발급 추진,1
126,'아이폰12 바라기' 삼성D·LGD…적자 탈피 구세주 되나,-1
127,한국조선해양 4천400억 규모 LNG선 2척 수주,1
128,"동화기업, 동화일렉트로라이트 실적 기여 본격화-KB증권",0
129,GS칼텍스 지난해 영업손실 4천563억원…역대 최대,0
130,"강원랜드 목표주가 낮아져 ""코로나19 임시휴장 길어 올해 적자 예상""",-1
131,코로나19 피해 의원 손실보상 임박 어디에 얼마나?,-1
132,금감원 직원 가상화폐 투자 처벌 못한다,1
133,제주항공 2분기 영업손실 274억원…업황 악화로 20분기 만에 적자,-1
134,시큐레터 아프리카 시장에 이메일 보안 솔루션 공급,0
135,"이테크건설 ""피앤오(P&O)케미칼과 867억 규모 반도체 소재공장 건설공사 계약...",0
136,[기업공시 8월 18일]KAI 471억 규모 경찰청 헬기 공급계약 체결 등,1
137,흥아해운 주가 급등 컨테이너 정기선 통합으로 실적 개선 기대,1
138,현대로템-울산시 국내 첫 수소전기트램 실증 사업 위한 협약 체결,1
139,'화물로 흑자전환' 대한항공 실적 호조 '쭉',1
140,장흥군 지역발전 이끌 ‘25대 전략사업 선정’ 본격 추진,1
141,삼성重 올해 첫 수주...셔틀탱커 3척·3600억원,1
142,고생이 藥...활기 되찾는 제약·바이오株,0
143,환경공단 국내 물기업 해외 수출형 기술개발 지원 사업 추진,1
144,GS칼텍스 상반기 대규모 적자에도 유동성 선방,-1
145,[뉴욕-주식]7%대 동반 폭락…유가 전쟁 + 코로나 확산,-1
146,"[e평택소식] ""지역사회 발전 초석""… 평택시 하반기 공모사업 추진계획 보고회",1
147,[기자수첩] 위기의 바이오주…신라젠의 교훈 타산지석 삼아야,0
148,조선3사 카타르 LNG운반선 '23조원 103척' 수주,1
149,[Who Is ?] 함영주 하나금융지주 부회장,0
150,"SK하이닉스, 3분기도 부진할 듯…목표가↓-DB",0
151,한국조선해양 일주일새 1조원 규모 선박 7척 수주,1
152,‘채용비리’ 금감원 공공기관 지정 제외…강원랜드 공기업 변경,0
153,"에스제이케이, 136억 덴탈형 마스크 공급 계약",0
154,코오롱글로벌 4061억원 규모 공동주택 신축공사 수주,1
155,에쓰오일 1분기 1조원 영업손실,0
156,[특징주]'따상상상' SK바이오팜...시총 순위 16위 껑충,1
157,대한항공 한앤컴퍼니와 '기내식기판사업 영업양수도계약' 체결…대금 약 1조...,1
158,[박동흠의 생활 속 회계이야기]한미약품 주가 급락 사태 신약개발에 ‘불똥’...,-1
159,[고성장 기업의 실패 함정],0
160,두산로지스틱스 해외 첫 물류센터 자동화 설비 수주,1
161,"미래산업, SK하이닉스에 35억 규모 반도체 검사장비 공급",0
162,高高한 항공화물…대한항공·아시아나 깜짝 흑자전환,1
163,'10조+알파' 채안펀드 CP도 매입…증안펀드도 10조 이상(종합),0
164,`완강한 저항`..나스닥 2000 돌파후 막판 급락,-1
165,스맥 진우엔지니어링과 70억원 규모 CNC공작기계 공급계약 체결,1
166,주성엔지니어링 190억 상당 장비 공급계약 체결,1
167,청주시 초정치유마을 조성사업 본격 추진,1
168,한국조선 선박수주 중국 제치고 '세계 1위' 탈환,1
169,국감 금감원 ‘채용비리’ 도마 위…가계부채·케이뱅크 의혹 쟁점,-1
170,두산로지스틱스솔루션 태국 국영회사 물류센터 자동화 설비 수주,1
171,공모주 시장도 '빈부격차'...언택트·바이오 '웃고' 제조업 '울상',-1
172,5대 백신社 ‘야심작’ 개발 ‘치열’,0
173,삼성바이오로직스 '고의 분식회계' 결론..주식거래 정지,-1
174,"정세균 국무총리 ""코로나19 빠른 종식 위해 재정의 역할 매우 절실""",0
175,'데이터 댐 구축사업' 관련 업계 호황 … 율호 “2분기 흑자전환 연내 턴어라...,1
176,현대제철 '적자사업' 컬러강판 정리하나,-1
177,두산밥캣 우여곡절 끝에 흥행,1
178,대림산업 인천·대전 3840억원 규모 도시정비사업 수주,1
179,코로나19+독감 진단 한번에…바디텍메드 콤보키트 개발,0
180,쌍방울 700억원 규모 마스크 계약 체결,1
181,해태제과식품 상장 이틀째 상한가…공모가 2배로 '훌쩍',1
182,[SKT컨콜] 성장가도 달릴건데…주가 20만~23만원 “너무 싸!”(종합),1
183,[코로나19 극복] 대기업 '권고사직'·중소기업 '정리해고'…인력감축 현실화,-1
184,GC녹십자셀 2Q 매출 전기比 14%↑...당기손익 흑자 전환,1
185,[종합] '어닝쇼크' 에쓰오일 1兆 영업손실…창사 이래 최대적자,-1
186,대한항공 주가 초반 7%대 급등 화물수송 성과로 2분기 흑자전환,1
187,[G-쉽스토리] HMM 21분기만에 흑자전환... 영업이익 1387억원,1
188,'이사회 3회 연기' 쌍용차 영업손실 2819억원···10년만에 최대,0
189,필로시스 국내 최초 검체채취키트 美 FDA 허가 취득…비비비와 공급계약,1
190,"두산중공업 김포열병합발전소 신규 수주…""3600억 규모""",1
191,카카오게임즈에 설레는 투심..'따상' 이어질까,1
192,테슬라 사상최고 주가 경신...949.92달러,1
193,이스타항공 대규모 정리해고 단행… 항공업 ‘도미노 해고’ 올까,-1
194,동양철관 2분기 영업익 37억원…5분기 연속 흑자,1
195,코스피 보합권 출발…코스닥 소폭 상승 (2보),0
196,해고 금지와 총고용 보장 필요,-1
197,[특징주]대성미생물 작년 실적호전에 '급등',1
198,자칭 전문가·대박 추천종목 등 주식투자 5적 주의,1
199,한국조선해양 사우디서 PC선 10척 수주…약 4900억원 규모,1
200,국순당 등 코스닥 5개사 5년연속 적자에 상장폐지 위기,-1
201,두산 주력 자회사 일부 휴업 검토…목표가↓-케이프,0
202,'신종코로나' 불확실성에 美증시 혼조세 유럽은 소폭 상승,0
203,아시아나케이오 정리해고 투쟁 문화제 용역과 충돌,-1
204,[투자전략포럼2020]코로나에 저금리 고착…다시보자 金·배당株,1
205,SK바이오팜 상장일 유통주식수…391만주 아니라 1022만주다,0
206,한국조선해양 유럽선사와 중형 PC선 2척 860억 수주,1
207,현대건설 2870억 제주 이도주공 2·3단지 재건축 수주,1
208,[시황 포커스] 엔텔스 실적개선 기대로 상한가,1
209,현대엔지니어링 1600억 과천 '스마트케이업무시설' 공사 수주,1
210,코오롱 양호한 2분기 실적으로 상한가 기록,1
211,[카드뉴스] SK바이오팜에 달아오른 IPO 시장-빅히트·카카오게임즈 大魚 출격...,1
212,LG그룹 전자 계열사 우울한 성적표 받아,0
213,CJ E&M 시총 순위 322계단 '수직 상승'…순위 급등 '톱10',1
214,두산로지스틱스솔루션 PTT GC와 물류센터 자동화 설비 공급 계약,0
215,안산시 안산형 지역사회 통합돌봄 '찾아가는 약사 복약지원 시범사업' 추진,1
216,SK 제약·바이오 제2의 ‘SK바이오팜’은 누구?,0
217,한전 내일 2분기 실적 발표…저유가 덕 '흑자' 전망,1
218,신약개발 정보 부풀리기 차단...정부의 고강도 압박,0
219,SK바이오팜 효과?…‘빚투’ 무대 된 SK그룹株,-1
220,LG화학 2019년 실적 발표…영업이익 60% 급감,-1
221,‘코로나 장기화 영향’ 인천공항 17년만에 적자 전망,-1
222,삼성바이오 회계위반 ‘고의성’ 인정…해임권고·검찰고발 등 조치(종합),-1
223,코로나19 여파에 CGV 극장 30% 문 닫는다,-1
224,中 투자자 주식 1230억원 '순매도'…7개월새 1조원 육박,1
225,"[로&스탁] 키움증권 ""하이트진로 공정위 이슈로 단기 주가 조정""",0
226,[양재준 기자의 알투바이오] 셀트리온 신라젠 그리고 에이치엘비,0
227,제2 SK바이오팜 어디에...공모주 펀드 수익률 '껑충',0
228,윤석헌 “내부통제로 금융사고 막아라”,0
229,SK바이오팜 '따상+상한가'는 코스피 역대 처음,1
230,이스트소프트 2분기 영업이익 18억원…전년대비 흑자전환,1
231,[사면초가 재계]③ 죄인 취급받는 기업…쏟아지는 규제,0
232,현대重 그룹 중형 LPG선 3척 1950억 규모 수주,1
233,코로나가 할퀸 철강..포스코 첫 분기적자,-1
234,DSM 지구친화적 = 제조 X 신중함²,0
235,젠트로 실적개선 기대감..이틀째 '上',1
236,"회계사들 ""경기 호전됐지만, 여전히 코로나 영향권""",-1
237,대한항공 극적인 흑자전환…'항공화물이 살렸다',1
238,증권가도 강타한 '펭수'…관련주 연일 상승세,1
239,코로나 진단 글로벌TOP 씨젠 주가·실적 겹호재 ‘방긋’,0
240,한국중부발전·한화에너지 美 대규모 태양광 사업 수주,1
241,"美 언론 ""텍사스-하퍼 궁합 제2의 A-로드?""",0
242,한국조선해양 PC선 2척 870억 수주 성공,1
243,쌍방울 마스크 사업 순항…지오영과 700억 계약체결,1
244,"코스닥, 2.55p(0.30%) 오른 838.86(개장)",0
245,인베니아 中 HKC에 디스플레이 장비 공급계약,1
246,"테슬라 '묻고 더블로 가'···""주가 3,500달러까지 오른다"" 왜?",0
247,SK이노베이션 자회사와 상장…‘질긴 악연’,0
248,겨울 지나면 풍성한 수주의 계절...애널리스트가 주목한 종목은,1
249,재정건전성 '빨간불'…통합재정수지 4년만에 적자로 돌아서나,-1
250,"[특징주] ""하이트진로 흔들리는 시장 속 상승하는 점유율""",0
251,'셀 코리아' 본격화…급락세에 증권주 일제히 하락,-1
252,제약·바이오株 상승 모멘텀이라는 '첨생법'…대체 뭐길래,0
253,"에쓰오일 코로나 직격탄…1Q 1조73억 손실 ""2Q 적자탈출 기대""(종합)",-1
254,포스코 호주 철광석·리튬 광산 가보니…호주서 철강·2차전지 50년 미래를 준...,0
255,"IBK證 ""빙그레 빙과류 판매 실적 개선폭 클 것…목표주가↑""",1
256,두산중공업 3600억 원 규모 김포열병합발전소 수주,1
257,메리츠금융 계열사별 다양한 색깔…자율경영 힘실어,0
258,[특징주] 하이쎌 자회사 실적 개선에 상한가,1
259,한국코퍼레이션 반기 영업익·순익 흑자 전환,1
260,조양래-조현식 부자 경영권분쟁에 한국테크놀로지그룹 주가 급등…관련주 현황...,1
261,펄스나인 '딥리얼AI'로 게티이미지와 AI그래픽 솔루션 사업 추진한다,1
262,이철우 도지사 감염병 전담병원 손실보상금 빠른 집행 요청,0
263,아시아나항공 코로나 위기에도 흑자전환…2분기 영업익 1151억원,1
264,[26일 주식마감] 코스피 상승마감 상한가 17종목 진원생명과학 3연속 상한가...,1
265,제18회 서울국제A&D컨퍼런스 기조강연,0
266,컴투스 신작 출시 연기…매출 안정적 유지-키움,1
267,[속보]5월 경상수지 흑자 전환에도 코로나 충격 '여전',-1
268,삼성바이오로직스 3800억원 규모 의약품 생산 계약…상반기에만 1조7000억원...,0
269,유튜브 보고 투자했다 폭망...’나쁜 주식’에 끌리는 개미 왜?,0
270,정유업계 널뛰는 국제유가엔 무대책이 상책?,0
271,미국과 중국이 싸우면 주가 뛰는 샘표···샘표는 뭐라고 답할까?,0
272,[CEO풍향계] 고통 분담해야 하는 박정원…겹악재 만난 조원태,-1
273,넷마블 신저가 행진에 체면 구긴 IPO 주간 증권사,0
274,[fn화제주]파버나인 실적 개선 기대감에 상한가,1
275,젠큐릭스 코로나19 진단키트 첫 미국 현지 공급계약 체결,1
276,생산비 상승 한우값 급락,-1
277,동양강철 5년만에 재상장 상한가,1
278,"애플 주식 시간외 거래에서 5% 상승…""400달러 돌파""",1
279,종편 선정되면 되레 부담 관련주 급락,-1
280,[마감]코스닥 외국인 343억 순매수,0
281,"코로나19 치료제 렘데시비르 오늘부터 국내 공급…""중증 환자로 투약 제한""",-1
282,바이오니아 사우디에 코로나19 진단장비·시약 공급계약 체결 ... 67억 규모...,1
283,“풀무원 2분기에 해외식품은 드디어 흑자로 전환했다”,1
284,[가격제한폭 확대 첫날]제주반도체 등 7개 종목 '상한가',0
285,"한국콜마 주식 매수의견 유지 ""중국수출 늘고 중국공장 가동률 상승""",0
286,국내 주요 부품사 적자수렁…코로나19 충격에 車산업 '휘청',-1
287,'흑자 전환' 게임빌 하반기는 '미지수',1
288,CJ CGV 1분기 영업손실 716억원…적자 전환,-1
289,"윤석헌 금감원장 ""대형 금융사 갑질·불공정행위 집중 점검 엄중 제재""",-1
290,이너테인먼트 지니뮤직에 VR 콘텐츠 공급 계약,0
291,유가 20달러 시대 오나...정유·화학·조선업계 '공포의 12월',0
292,"통합당 ""탁현민 특혜 수주 의혹 철저히 해명하라""",1
293,구글 모기업 알파벳 1분기 매출 13% 증가…시장 전망치 웃돌아,1
294,"NH투자 ""SK이노 대규모 재고평가 손실...투자 '중립'""",1
295,한전 상반기 8204억원 흑자전환...국제유가 하락 덕,0
296,대전시 지역건설산업 수주 지원 ‘총력전’,1
297,두산로지스틱스솔루션-태국 PTT GC 물류센터 자동화 설비 공급 계약,0
298,"채권 전문가들 ""8월 기준금리 동결""",0
299,"신한금투 ""두산밥캣 미국 주택지표 호조에 매출 반등 기대""",1
300,"외국인, 3일간 삼성전자·SK하이닉스 1800억원 담았다",0
301,'얼어붙은 투심에 주가 제자리' IPO 기대주 잇단 수모,1
302,'거인' 노텔의 몰락..주가 '1/10000'까지 떨어져,0
303,코스트코 6월 실적 호조에 2.9% 상승,0
304,장흥군 주민이 주도하는 마을 공동체 사업 추진,1
305,젠큐릭스 美와 FDA 승인 코로나19 진단키트 첫 공급계약 체결,1
306,"[마켓인사이트]바이오 업체 네이처셀, 코로나 연구 위해 전환사채 발행",0
307,`금융사들과 전쟁` 하겠다는 금감원,0
308,[공시]S&T중공업 50억 규모 자사주 신탁계약 체결,1
309,인천시 승기하수처리장 현대화사업 재정 추진 '먹구름'…중앙정부 국비 지원...,1
310,"전 세계 15억명 칩거 중…""경제 충격 가늠 안 돼""",-1
311,연세의료원 '송도세브란스병원' 설계 계약 체결,1
312,(오늘장 투자전략)실적 개선 기대감 존재,1
313,국회 정보위 ″통일부 추진 남북 물물교환 사업 철회″,1
314,UAE 이어 체코·폴란드까지…팀코리아 원전 수주戰 개막,1
315,1분기 영업적자 뻔한데...면세점 사업 손놓은 유통 '빅3',-1
316,중국인들은 초코파이 사재기했다 주가 21% 뛴 오리온,0
317,"시노펙스, 베트남 공장 추가 인수…""FPCB사업 고도·다각화""",1
318,한국조선해양 4400억 규모 LNG선 2척 수주,1
319,GS칼텍스 1분기 영업적자 1조 넘었다…창사 후 최악 실적,-1
320,경북도와 한전 축산분뇨 고체연료화 사업 추진,1
321,광주 U대회 D+6 대한민국 금메달 30개 최다 기록 갱신,0
322,"메이퇀뎬핑, 핑안보험 시총 추월…中 배달기업 '고속 질주'",0
323,한국코퍼레이션 흑자전환 성공 “재무제표 의견거절 전기 영향”,1
324,김해문화재단 코로나 시대 발맞춰 사업 추진,1
325,대한항공 한앤컴퍼니와 기내식기판사업 영업양수도계약 체결,1
326,"문성혁 장관 ""HMM 흑자전환은 해운재건 5개년 계획 성과""",1
327,[특징주] 대구도시가스 사흘째 `상한가`,1
328,[CEO&주가] 박정국 현대모비스 자율주행 방점 주가는 지배구조 부담,0
329,[마감]'골드만삭스 여파' 급락했던 셀트리온 반등…아이엔지생명 12% '하락',-1
330,코로나 백신 수주 경쟁서 LG화학이 성과 못내는 까닭,1
331,뇌전증 세계 1위 신약사보다 주가↑…SK바이오팜 어디까지?,1
332,쏟아진 매물…'15만→12만원' 메디톡스 주가 20% 급락,-1
333,SK바이오팜 보호예수 해제 첫날 주가 약세···앞으로 남은 물량은?,-1
334,혁신위 금감원역할 대폭 약화시키려 했었다,0
335,[특징주마감]기린 피인수설 '上→급락',-1
336,[특징주]삼양사 '상한가'..2Q 실적 개선,1
337,중저가화장품 위기설 점별 매출 급락 “그래도 아직은?”,-1
338,'8000억 대어' 반포3주구 재건축 수주 과열…'진흙탕 싸움' 되나,1
339,차이나 허슬-루이싱 커피의 몰락으로 인한 중국 기업의 이미지 변화,0
340,[더벨]포스코에너지 美 퓨얼셀에너지 지분가치 '급락',-1
341,<특징주> 해태제과 상장 후 이틀 연속 상한가,1
342,한국조선해양 1주일 새 7척 9억달러 수주,1
343,포스코 업황 악화에 일부 생산 설비 가동 멈춘다,0
344,두산중공업 3600억 규모의 김포열병합발전소 신규 수주,1
345,삼성바이오 '고의 분식회계' 결론,-1
346,[코로나발 금융위기] 다들 위기라는데… 정부는 “괜찮아진다”만,0
347,영암군 기찬 자연휴양림 조성사업 본격 추진,1
348,“키코 판 은행 10년 넘게 수출기업 골수 빼먹어”,0
349,"NH투자證 한샘 목표주가 12만원 유지…""코로나 재확산 주거환경 투자 수혜""",1
350,상장 때 '반짝' 이후 하락세...공모주 '묻지마 투자' 주의보,-1
351,[마감시황] 코스닥 외인ㆍ기관 쌍끌이에 급반등…바이오株 롤러코스터,1
352,[흥국증권] SK가스 - 2Q19 영업익 564억원 순이익 39억원·상저하고 뚜렷,-1
353,군산시 농림부 공모사업 식량작물 경영체 지원 사업 추진,1
354,[특징주] 삼부토건 301억 아파트 건설공사 수주에 '강세',1
355,"日 닛산 ""올해 7.6조원 적자""…2년간 15조 거액 손실",-1
356,8월만 1조원 산 개미들…SK하이닉스 주가 하락에 시름,-1
357,"靑 ""카타르 LNG선 100척 수주 문 대통령·정부가 펼친 경제외교 결실""",1
358,"애플 코로나에도 사상 최고 실적…""주가 너무 높아 분할 예정""",1
359,경제초점-물가 급등에 이제 맥주 라면까지,1
360,[특징주]오스템 2분기 호실적에 상한가 직행,1
361,담양군 퇴직자 위한 ‘신중년 경력형 일자리 사업’ 추진,1
362,금감원 초강력 쇄신안 발표…서류전형 폐지·외부 면접관 50% 투입,0
363,LG전자 1분기 영업이익 분기 사상 최대..코로나19 여파로 2분기 타격 예상,-1
364,LG디스플레이 신형 아이폰에 OLED 패널 공급 확대,0
365,한솔제지 무엇이 주가를 설명하는가,0
366,약해진 코로나 테마주 상승세...다음 주도주는?,1
367,[책의 향기]소비자 지갑 열기 뇌과학에 답이 있다,-1
368,"동구바이오, 상반기 영업익 59억원..""투자결실 기대""",1
369,임성기 한미약품 신약 리스크 넘어 기업 신뢰도 흔들,0
370,[중국 핫스톡] 신차 출시 기대감 전기차 대장주 비야디 주가 상승세,1
371,김해시 장유1동지사협 꽃꽂이 비대면 해피 백신사업 추진,1
372,LG전자 3분기 영업이익률 214%···스마트폰 적자 지속(상보),-1
373,[특징주]한국화장품 2분기 실적 호조에 상한가,1
374,"LIG넥스원, 성장추세 진입전망 -IBK투자증권",1
375,미성년자 비트코인 ‘거래 금지’…가상화폐 투기 방지책 발표,0
376,스튜디오드래곤 주가 상승 가능 중국 한한령 해제되면 실적급증,0
377,이상급등 신라섬유 투자 주의보,1
378,카지노株 레저세 법안 통과 실패시 강한 회복 기대,1
379,에쓰오일 1분기 창사최대 적자…'영업손실 1조73억',-1
380,‘단통법’ 엄살 피우던 이통3사 3분기 실적 대박…단통법 이후에는?,1
381,[종목 포커스] 인포뱅크 3분기 실적개선 기대↑,1
